consent,focus_duration_single_task,main_distractions_multi,tired_even_without_hard_work,frustration_cant_stay_focused,busy_all_day_accomplish_little,behaviour_alignment,values_alignment_focus_effect,distraction_strategies_multi,focus_improvement_change_open,lose_focus_feeling_one_word,age_group,gender,work_status,country,values_top3_confidence,values_top3_open_1,values_top3_open_2,values_top3_open_3
yes,5_10_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,often,neutral,neutral,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"I would like to use less screen time, but I am so used to using either a computer, laptop, phone, or tv even for the background noise.",Aimless,age_25_34,woman,unemployed,us,yes_definitely,family,,
yes,5_10_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,often,often,often,somewhat_aligned,somewhat_more_focused,working_in_quiet_spaces,I would work on making my mind still and laser focused for long,frustrated,age_35_44,woman,employed_full_time,uk,yes_definitely,integrity,honesty,trust
yes,11_20_minutes,background_noise_environment;multitasking_switching_tasks,often,sometimes,often,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;using_apps_block_distractions;working_in_quiet_spaces,I would want to stop noise around me,incapable,age_55_plus,woman,employed_part_time,us,yes_definitely,honesty,,hard_work_diligence
yes,more_than_30_minutes,internal_thoughts_worries;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;using_apps_block_distractions,Getting rid of my smartphone,Sad,age_35_44,man,employed_part_time,uk,somewhat,,loyalty,
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks,sometimes,rarely,sometimes,neutral,neutral,working_in_quiet_spaces,for people to stop interrupting me,frustrated,age_55_plus,woman,unemployed,uk,not_really,honesty,loyalty,
yes,11_20_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,sometimes,often,sometimes,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,I would change how easily I get distracted.,Irritating,age_35_44,woman,unemployed,us,somewhat,loyalty,kindness_compassion,integrity
yes,21_30_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,sometimes,often,often,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Use my phone less,scatterbrain,age_25_34,woman,employed_full_time,us,yes_definitely,honesty,hard_work_diligence,
yes,more_than_30_minutes,smartphone_notifications,sometimes,often,sometimes,neutral,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Working remotely,Lazy,age_45_54,man,employed_full_time,uk,somewhat,integrity,,family
yes,11_20_minutes,background_noise_environment;email_messaging_apps;social_media_scrolling,rarely,rarely,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;using_apps_block_distractions;working_in_quiet_spaces,My working environment.,Frustrated,age_35_44,man,employed_part_time,us,yes_definitely,honesty,,
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,rarely,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,"I would turn off surrounding distractions such as the television, radio, etc.",scatterbrained,age_45_54,man,employed_full_time,us,somewhat,loyalty,,kindness_compassion
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;social_media_scrolling,almost_always,almost_always,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,"I would like to be able to focus for longer periods so I could read books again, but I lose focus and currently I can't finish one.",Frustrated,age_45_54,woman,other,ca,somewhat,honesty,loyalty,kindness_compassion
yes,21_30_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,sometimes,sometimes,often,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Stop my MS teams messages and emails coming through,Frustrated,age_45_54,woman,employed_full_time,uk,yes_definitely,honesty,kindness_compassion,kindness_compassion
yes,11_20_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,often,sometimes,often,neutral,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Reduce notifications,Frustration,age_35_44,man,employed_full_time,uk,somewhat,family,loyalty,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;other,often,almost_always,often,somewhat_misaligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Stop over thinking,Annoyed,age_45_54,man,other,uk,not_really,honesty,,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,never,almost_always,sometimes,very_strongly_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Being able to step away from my work laptop and maybe take a call on a walk got example,Disappointed with myself,age_35_44,woman,employed_full_time,uk,somewhat,family,,hard_work_diligence
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;multitasking_switching_tasks,sometimes,sometimes,rarely,neutral,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Eliminating distractions and creating a quiet, organised workspace would significantly enhance my ability to focus and process information efficiently.",Frustrated,age_45_54,man,employed_full_time,uk,somewhat,integrity,honesty,hard_work_diligence
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;smartphone_notifications,sometimes,often,sometimes,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,"I would like to have less distractions, too much noise from outside",Unproductive,age_45_54,man,self_employed,uk,somewhat,honesty,,
yes,21_30_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,sometimes,almost_always,sometimes,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise,Quieten down the worries constantly in my head,Frustrated,age_35_44,woman,self_employed,uk,somewhat,kindness_compassion,kindness_compassion,
yes,more_than_30_minutes,internal_thoughts_worries,sometimes,often,almost_always,somewhat_aligned,neutral,silencing_notifications;working_in_quiet_spaces,make my mind sharp,irritation,age_55_plus,woman,employed_part_time,uk,somewhat,,,
yes,11_20_minutes,multitasking_switching_tasks,sometimes,sometimes,sometimes,somewhat_aligned,neutral,taking_breaks_exercise;working_in_quiet_spaces,Maybe a mode that blocks my other notifications,Annoyed,age_18_24,man,employed_full_time,uk,somewhat,,honesty,
yes,more_than_30_minutes,background_noise_environment;smartphone_notifications,rarely,rarely,rarely,somewhat_aligned,much_more_focused_energized,silencing_notifications,To be able to shut out distracting noises,Annoyed,age_45_54,woman,other,uk,somewhat,kindness_compassion,fairness,kindness_compassion
yes,more_than_30_minutes,smartphone_notifications;social_media_scrolling,rarely,rarely,rarely,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,Reduce down social media use.,frustrated,age_35_44,woman,unemployed,uk,somewhat,family,,
yes,21_30_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications,More concentration to complete a task before thinking about and moving on to the next one!,Frustration,age_55_plus,man,self_employed,uk,somewhat,honesty,,kindness_compassion
yes,more_than_30_minutes,internal_thoughts_worries;multitasking_switching_tasks,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,working_in_quiet_spaces,Always be able to do work somewhere with no interruptions,frustrated,age_35_44,woman,employed_part_time,uk,somewhat,trust,kindness_compassion,kindness_compassion
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,rarely,very_strongly_aligned,neutral,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Trying to check my phone,Frustrated,age_25_34,woman,employed_full_time,uk,yes_definitely,hard_work_diligence,,kindness_compassion
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,I'd like to be able to switch off from any worries that I have and keep focused,annoyed,age_55_plus,woman,other,uk,somewhat,hard_work_diligence,honesty,
yes,21_30_minutes,background_noise_environment;smartphone_notifications,sometimes,almost_always,almost_always,neutral,no_difference,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Less background noise from everywhere,Distracted,age_35_44,woman,employed_full_time,uk,somewhat,kindness_compassion,hard_work_diligence,
yes,11_20_minutes,multitasking_switching_tasks;other,rarely,rarely,never,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,"I don't think I can do much to change my ability to focus, it's mostly the same regardless of environment I just need some music playing and I can ignore non-task related things.",nothing,age_25_34,man,unemployed,au,yes_definitely,honesty,,
yes,11_20_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,sometimes,sometimes,rarely,neutral,neutral,silencing_notifications;taking_breaks_exercise;using_apps_block_distractions;working_in_quiet_spaces,The ability to block out external noises that I find irritating or distracting.,Frustrated,age_35_44,man,employed_full_time,ca,yes_definitely,trust,integrity,
yes,21_30_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications,I would change being able to focus better myself and not always getting distracted by the smallest things,frustrated,age_25_34,woman,employed_part_time,us,somewhat,loyalty,kindness_compassion,kindness_compassion
yes,11_20_minutes,email_messaging_apps,rarely,sometimes,rarely,somewhat_aligned,no_difference,taking_breaks_exercise,Mute sound,confused,age_55_plus,man,other,uk,yes_definitely,honesty,honesty,integrity
yes,21_30_minutes,email_messaging_apps;smartphone_notifications,rarely,sometimes,rarely,neutral,somewhat_more_focused,scheduling_focus_time_timers;working_in_quiet_spaces,"The ability to completely drown out distractions, whether it is in my mind or from outside",Distracted,age_35_44,man,employed_full_time,uk,somewhat,loyalty,,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks,rarely,sometimes,often,very_strongly_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values,i would change the environment,i feel scattered,age_25_34,woman,employed_full_time,uk,yes_definitely,,,
yes,11_20_minutes,internal_thoughts_worries,sometimes,almost_always,almost_always,somewhat_aligned,neutral,silencing_notifications;taking_breaks_exercise,Able to turn off thoughts,frustrated,age_45_54,woman,self_employed,us,somewhat,family,,
yes,5_10_minutes,background_noise_environment;email_messaging_apps;multitasking_switching_tasks,sometimes,sometimes,rarely,neutral,neutral,taking_breaks_exercise;working_in_quiet_spaces,Not sure,Unfocused,age_55_plus,man,employed_part_time,uk,not_really,honesty,kindness_compassion,
yes,11_20_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,sometimes,often,sometimes,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Turn my phone off,Frustrated,age_45_54,woman,employed_part_time,uk,yes_definitely,honesty,kindness_compassion,integrity
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,often,sometimes,neutral,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,not think about what's happening on my mobile phone so often,Annoyed,age_45_54,woman,employed_full_time,uk,somewhat,honesty,kindness_compassion,integrity
